Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
1,AGBA,Financial Services,Asset Management,NASDAQ,495.62,99,99,11,3,229691088,2.8299999237060547
2,WGS,Healthcare,Health Information Services,NASDAQ,485.64,99,99,98,16,671555136,28.0
3,XBIOW,Healthcare,Biotechnology,NASDAQ,427.49,99,99,98,99,n/a,14.039999961853027
4,ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,422.73,99,99,99,7,16871360,2.744999885559082
5,CRBP,Healthcare,Biotechnology,NASDAQ,419.85,99,99,99,52,468184352,49.65999984741211
6,MBRX,Healthcare,Biotechnology,NASDAQ,347.76,99,99,99,73,9199929,3.630000114440918
7,LSF,Consumer Defensive,Packaged Foods,NYSE MKT,342.92,99,99,98,42,41906316,4.789999961853027
8,VSSYW,Technology,Software—Application,NASDAQ,339.52,99,22,95,8,n/a,0.10000000149011612
9,ROOT,Financial Services,Insurance—Property & Casualty,NASDAQ,316.0,99,99,99,94,653293888,54.470001220703125
10,INSG,Technology,Communication Equipment,NASDAQ,315.44,99,99,18,2,103737712,11.6899995803833
11,REBN,Consumer Cyclical,Restaurants,NASDAQ,310.36,99,96,1,14,17694680,7.730000019073486
12,ASTS,Technology,Communication Equipment,NASDAQ,306.18,99,98,6,81,2532088320,11.369999885559082
13,KOSS,Technology,Consumer Electronics,NASDAQ,303.58,99,94,14,25,35908624,10.630000114440918
14,CADL,Healthcare,Biotechnology,NASDAQ,301.13,99,99,99,79,199960320,6.309999942779541
15,AEYE,Technology,Software - Application,NASDAQ,300.73,99,99,96,24,212526320,21.260000228881836
16,LENZ,Healthcare,Biotechnology,NASDAQ,283.85,99,99,99,81,467792032,17.65999984741211
17,NAMSW,Healthcare,Biotechnology,NASDAQ,280.27,99,99,99,93,n/a,10.420000076293945
18,RNA,Healthcare,Biotechnology,NASDAQ,276.23,99,99,98,78,4130786048,37.209999084472656
19,MDIA,Communication Services,Broadcasting,NASDAQ,275.32,99,95,99,8,132641344,3.140000104904175
20,LBPH,Healthcare,Biotechnology,NASDAQ,273.63,99,99,97,99,738721920,31.90999984741211
21,DAVE,Technology,Software—Application,NASDAQ,272.72,99,99,99,95,470895648,30.5
22,IPW,Consumer Cyclical,Internet Retail,NASDAQ,262.49,99,99,14,71,59636400,1.840000033378601
23,SEZL,Financial Services,Credit Services,NASDAQ,259.77,99,99,99,78,469543264,90.19999694824219
24,SLNO,Healthcare,Biotechnology,NASDAQ,251.95,99,99,99,99,1734692864,42.029998779296875
25,MEDS,Healthcare,Pharmaceutical Retailers,NASDAQ,247.37,99,79,98,15,13571277,17.649999618530273
26,VITL,Consumer Defensive,Farm Products,NASDAQ,245.31,99,99,96,84,1736422912,44.88999938964844
27,SOWG,Consumer Defensive,Packaged Foods,NASDAQ,244.47,99,98,98,94,240172032,19.110000610351562
28,SWVL,Technology,Software—Application,NASDAQ,243.75,99,99,99,99,79203824,6.050000190734863
29,AMSC,Industrials,Specialty Industrial Machinery,NASDAQ,243.42,99,98,96,97,931521536,25.950000762939453
30,NTRBW,Healthcare,Biotechnology,NASDAQ,238.78,99,97,4,5,n/a,1.2400000095367432
31,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,238.53,99,99,99,99,12955388928,127.83999633789062
32,WULF,Financial Services,Capital Markets,NASDAQ,237.47,99,93,87,96,1031991936,5.210000038146973
33,IREN,Financial Services,Capital Markets,NASDAQ,237.02,99,97,70,98,2044846720,14.350000381469727
34,WTO,Technology,Consumer Electronics,NASDAQ,234.58,99,95,20,4,211741552,0.8100000023841858
35,SISI,Consumer Defensive,Farm Products,NASDAQ,234.26,99,93,3,4,20433694,2.819999933242798
36,ML,Technology,Software—Application,NYSE,232.9,99,99,99,99,849222144,75.41999816894531
37,EBS,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,225.93,99,93,12,3,317554912,7.539999961853027
38,SMMT,Healthcare,Biotechnology,NASDAQ,224.2,99,99,96,92,5601800704,6.889999866485596
39,JANX,Healthcare,Biotechnology,NASDAQ,223.56,99,99,99,31,2094768384,38.5
40,RZLT,Healthcare,Biotechnology,NASDAQ,222.96,99,99,96,23,199377680,4.170000076293945
41,SLNHP,Financial Services,Capital Markets,NASDAQ,222.55,99,93,78,98,n/a,5.7230000495910645
42,BRFH,Consumer Defensive,Beverages - Non-Alcoholic,NASDAQ,222.27,99,64,17,22,37830144,3.4600000381469727
43,ANF,Consumer Cyclical,Apparel Retail,NYSE,222.22,99,99,98,99,9468789760,179.75
44,EUDA,Healthcare,Health Information Services,NASDAQ,213.89,99,97,90,81,93790424,3.259999990463257
45,ADMA,Healthcare,Biotechnology,NASDAQ,212.17,99,98,93,92,2461811456,11.210000038146973
46,ASPI,Basic Materials,Chemicals,NASDAQ,211.86,99,99,99,98,185828448,3.200000047683716
47,JAN,Industrials,Waste Management,NASDAQ,209.79,99,99,99,25,26726818,2.069999933242798
48,VIVK,Energy,Oil & Gas Integrated,NASDAQ,209.41,99,95,19,38,46276200,2.309999942779541
49,ELYM,Healthcare,Biotechnology,NASDAQ,208.52,99,99,31,27,218679408,6.860000133514404
50,INSM,Healthcare,Biotechnology,NASDAQ,206.93,99,98,75,89,10697345024,62.0
51,FTAI,Industrials,Rental & Leasing Services,NASDAQ,206.8,99,97,97,95,9574752256,106.79000091552734
52,VKTX,Healthcare,Biotechnology,NASDAQ,205.56,99,98,99,96,6216909824,50.470001220703125
53,FNGU,n/a,n/a,NYSE ARCA,203.73,99,95,97,98,n/a,521.7999877929688
54,DYN,Healthcare,Biotechnology,NASDAQ,200.98,99,98,97,96,3297019648,34.09000015258789
55,SNDA,Healthcare,Medical Care Facilities,NYSE,200.8,99,99,99,48,333062208,30.420000076293945
56,SMR,Industrials,Specialty Industrial Machinery,NYSE,199.21,99,93,89,2,768516800,11.59000015258789
57,OCGN,Healthcare,Biotechnology,NASDAQ,198.18,99,99,99,36,355148512,1.6399999856948853
58,ELEV,Healthcare,Biotechnology,NASDAQ,197.73,99,99,99,99,150801712,2.700000047683716
59,NVDA,Technology,Semiconductors,NASDAQ,196.9,99,98,97,96,3335037648896,128.27999877929688
60,NVAX,Healthcare,Biotechnology,NASDAQ,195.15,99,99,11,6,2030502912,12.550000190734863
61,FIP,Industrials,Conglomerates,NASDAQ,194.86,99,97,96,67,851178752,9.399999618530273
62,APEI,Consumer Defensive,Education & Training Services,NASDAQ,194.23,98,98,97,97,287177152,17.440000534057617
63,GCT,Technology,Software—Infrastructure,NASDAQ,193.86,98,98,99,99,1237901056,31.889999389648438
