Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
8,CAPR,Healthcare,Biotechnology,NASDAQ,414.88,99,99,32,85,154779824.0,18.450000762939453
9,SLNHP,Financial Services,Capital Markets,NASDAQ,396.81,99,97,99,64,,11.279999732971191
12,CRVS,Healthcare,Biotechnology,NASDAQ,353.48,99,99,98,53,116970928.0,9.229999542236328
13,SMR,Industrials,Specialty Industrial Machinery,NYSE,348.65,99,99,99,96,768516800.0,18.81999969482422
14,LBPH,Healthcare,Biotechnology,NASDAQ,348.48,99,98,99,98,738721920.0,59.650001525878906
16,LENZ,Healthcare,Biotechnology,NASDAQ,346.17,99,99,99,99,467792032.0,28.649999618530277
18,RAIL,Industrials,Railroads,NASDAQ,339.02,99,99,82,86,67358160.0,12.460000038146973
19,INSG,Technology,Communication Equipment,NASDAQ,338.63,99,99,99,86,103737712.0,17.049999237060547
20,JANX,Healthcare,Biotechnology,NASDAQ,329.41,99,98,99,99,2094768384.0,55.27999877929688
24,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,302.55,99,99,99,99,12955388928.0,235.67999267578125
30,RNA,Healthcare,Biotechnology,NASDAQ,277.08,99,99,99,99,4130786048.0,45.09000015258789
37,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,261.48,99,99,99,83,624490496.0,45.79999923706055
40,WLFC,Industrials,Rental & Leasing Services,NASDAQ,256.97,99,99,97,87,410781888.0,180.83999633789065
41,ADMA,Healthcare,Biotechnology,NASDAQ,252.15,99,99,99,97,2461811456.0,18.82999992370605
42,MSTR,Technology,Software—Application,NASDAQ,251.83,99,99,98,99,26063867904.0,227.8000030517578
43,KINS,Financial Services,Insurance—Property & Casualty,NASDAQ,248.08,99,99,99,98,51737596.0,10.880000114440918
44,APP,Technology,Software - Application,NASDAQ,244.15,99,99,93,97,26597492736.0,165.17999267578125
55,EWTX,Healthcare,Biotechnology,NASDAQ,230.91,99,98,96,95,1511381888.0,35.939998626708984
56,RKLB,Industrials,Aerospace & Defense,NASDAQ,229.03,99,98,78,25,2419549696.0,11.8100004196167
58,AEYE,Technology,Software - Application,NASDAQ,227.77,99,99,99,99,212526320.0,22.75
59,TECX,,,NASDAQ,226.77,99,97,40,77,,43.02000045776367
60,VHI,Basic Materials,Chemicals,NYSE,226.73,99,98,95,89,553888832.0,37.66999816894531
61,WVE,Healthcare,Biotechnology,NASDAQ,226.57,98,89,62,90,722513984.0,13.84000015258789
67,APLT,Healthcare,Biotechnology,NASDAQ,216.51,98,98,99,98,514201504.0,9.630000114440918
68,AGX,Industrials,Engineering & Construction,NYSE,216.43,98,98,92,92,1036293632.0,141.64999389648438
72,GDS,Technology,Information Technology Services,NASDAQ,211.93,98,98,90,34,1717016704.0,22.030000686645508
74,NGNE,Healthcare,Biotechnology,NASDAQ,211.69,98,96,97,95,393562688.0,64.4000015258789
75,GGAL,Financial Services,Banks - Regional,NASDAQ,211.62,98,99,97,98,6550478336.0,51.790000915527344
76,PCT,Industrials,Pollution & Treatment Controls,NASDAQ,211.07,98,98,71,27,1009188096.0,12.59000015258789
78,MESO,Healthcare,Biotechnology,NASDAQ,210.76,98,99,98,99,854788736.0,8.770000457763672
80,SG,Consumer Cyclical,Restaurants,NYSE,206.82,98,98,99,99,3552299776.0,39.15999984741211
85,NRIX,Healthcare,Biotechnology,NASDAQ,201.56,98,97,99,96,1126084736.0,25.43000030517578
86,BBAR,Financial Services,Banks - Regional,NYSE,201.16,98,98,97,98,2783302912.0,14.100000381469728
89,TVTX,Healthcare,Biotechnology,NASDAQ,199.24,98,97,80,12,553457856.0,17.75
92,SPRY,Healthcare,Biotechnology,NASDAQ,197.84,98,97,97,88,878840320.0,15.31999969482422
95,CAVA,Consumer Cyclical,Restaurants,NYSE,196.13,98,99,97,93,10877130752.0,132.52000427246094
97,POWL,Industrials,Electrical Equipment & Parts,NASDAQ,195.74,98,98,93,96,1969235968.0,294.3900146484375
98,PRM,Basic Materials,Specialty Chemicals,NYSE,195.53,98,98,98,91,1159015168.0,13.5
99,BMA,Financial Services,Banks - Regional,NYSE,194.88,98,98,98,99,5020511232.0,75.43000030517578
102,PPTA,Basic Materials,Other Precious Metals & Mining,NASDAQ,194.19,98,97,96,95,443103200.0,9.65999984741211
104,CMPO,Industrials,Metal Fabrication,NASDAQ,193.29,98,98,97,61,518202016.0,15.270000457763672
105,TLN,,,NASDAQ,193.18,98,98,97,94,,189.72999572753903
106,TPC,Industrials,Engineering & Construction,NYSE,191.87,98,98,97,98,1027907392.0,27.40999984741211
109,GATO,Basic Materials,Other Precious Metals & Mining,NYSE,191.15,98,98,97,98,744387584.0,17.399999618530273
111,IESC,Industrials,Engineering & Construction,NASDAQ,189.74,98,98,97,98,2759391488.0,246.05999755859372
112,VRNA,Healthcare,Biotechnology,NASDAQ,189.64,98,96,96,18,1025684736.0,38.38999938964844
114,DOYU,Communication Services,Internet Content & Information,NASDAQ,187.89,98,97,98,57,324264896.0,11.079999923706056
115,ZETA,Technology,Software—Application,NYSE,187.86,98,99,98,96,3581592576.0,29.020000457763672
116,NN,Technology,Software—Infrastructure,NASDAQ,187.4,98,73,91,97,907228480.0,12.859999656677246
117,EAT,Consumer Cyclical,Restaurants,NYSE,186.76,98,97,95,93,3028023296.0,109.81999969482422
119,QTTB,Healthcare,Biotechnology,NASDAQ,186.46,98,99,97,96,217226800.0,47.720001220703125
122,PLTR,Technology,Software—Infrastructure,NYSE,185.6,97,97,94,83,57498558464.0,51.130001068115234
123,VST,Utilities,Utilities—Independent Power Producers,NYSE,185.32,97,99,97,99,30652921856.0,121.9000015258789
124,PRAX,Healthcare,Biotechnology,NASDAQ,184.91,97,96,98,97,644796736.0,72.7300033569336
125,SFM,Consumer Defensive,Grocery Stores,NASDAQ,184.59,97,97,97,95,7812086784.0,136.08999633789062
126,PDEX,Healthcare,Medical Instruments & Supplies,NASDAQ,184.22,97,94,53,64,64791760.0,41.209999084472656
127,AXGN,Healthcare,Medical Devices,NASDAQ,184.0,97,97,97,16,312487904.0,14.960000038146973
129,ETON,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,183.44,97,97,39,23,83751352.0,8.420000076293945
132,SUPV,Financial Services,Banks—Regional,NYSE,182.66,97,97,98,99,825703168.0,8.819999694824219
133,FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,182.24,97,95,92,93,171704448.0,60.0
134,LFVN,Consumer Defensive,Packaged Foods,NASDAQ,182.17,97,97,87,87,84967016.0,14.4399995803833
135,FTAI,Industrials,Rental & Leasing Services,NASDAQ,181.76,97,99,98,97,9574752256.0,139.13999938964844
137,DCTH,Healthcare,Medical Devices,NASDAQ,179.89,97,95,97,95,212283504.0,10.899999618530272
139,USLM,Basic Materials,Building Materials,NASDAQ,179.55,97,96,92,95,1876369280.0,121.33999633789062
140,EDN,Utilities,Utilities—Regulated Electric,NYSE,179.18,97,87,71,92,966840576.0,32.2599983215332
141,OCUL,Healthcare,Biotechnology,NASDAQ,179.17,97,96,98,89,850340544.0,10.56999969482422
145,CRDO,Technology,Semiconductors,NASDAQ,178.11,97,93,96,78,4769730048.0,41.84999847412109
146,BKTI,Technology,Communication Equipment,NYSE MKT,178.04,97,97,88,74,47622796.0,26.200000762939453
147,FHTX,Healthcare,Biotechnology,NASDAQ,177.98,97,91,46,21,289369088.0,8.9399995803833
148,INLX,Technology,Software—Application,NYSE MKT,177.46,97,98,96,94,24188086.0,13.710000038146973
150,SKE,Basic Materials,Other Industrial Metals & Mining,NYSE,175.98,97,94,96,77,414253632.0,9.300000190734863
158,BNTC,Healthcare,Biotechnology,NASDAQ,171.68,97,97,99,99,67914232.0,10.31999969482422
160,TPL,Energy,Oil & Gas E&P,NYSE,171.46,97,94,94,70,16628063232.0,1243.1500244140625
162,ZIM,Industrials,Marine Shipping,NYSE,171.14,97,95,94,93,2471393536.0,24.809999465942383
164,CLS,Technology,Electronic Components,NYSE,170.86,97,90,95,98,7053986816.0,75.62999725341797
165,SMTC,Technology,Semiconductors,NASDAQ,170.65,97,93,87,97,2066969216.0,47.040000915527344
168,INSM,Healthcare,Biotechnology,NASDAQ,170.19,97,97,99,45,10697345024.0,69.30000305175781
171,UI,Technology,Communication Equipment,NYSE,169.79,97,96,89,44,8738486272.0,260.6600036621094
174,ECOR,Healthcare,Medical Devices,NASDAQ,169.39,97,86,38,76,37183380.0,12.760000228881836
177,TZOO,Communication Services,Advertising Agencies,NASDAQ,168.57,97,95,92,35,103343216.0,17.84000015258789
178,PHAT,Healthcare,Biotechnology,NASDAQ,168.55,97,94,90,74,694812800.0,18.3700008392334
179,QFIN,Financial Services,Credit Services,NASDAQ,168.44,97,97,84,87,3070924288.0,33.63999938964844
182,LWAY,Consumer Defensive,Packaged Foods,NASDAQ,166.59,96,98,33,98,192519872.0,24.84000015258789
192,AIRG,Technology,Communication Equipment,NASDAQ,164.33,96,98,97,86,70807520.0,9.1899995803833
194,SOC,Energy,Oil & Gas Drilling,NYSE,163.71,96,96,89,51,914527744.0,22.63999938964844
196,UAL,Industrials,Airlines,NASDAQ,163.64,96,89,27,79,17436422144.0,80.02999877929688
197,PRCT,Healthcare,Medical Devices,NASDAQ,163.23,96,93,94,96,3188300288.0,95.45999908447266
200,CORT,Healthcare,Biotechnology,NASDAQ,162.89,96,96,87,55,2930752768.0,52.13999938964844
202,ALHC,Healthcare,Healthcare Plans,NASDAQ,162.67,96,95,85,52,1443544960.0,13.279999732971191
203,BYRN,Industrials,Aerospace & Defense,NASDAQ,162.55,96,99,94,97,240324800.0,15.800000190734863
207,INOD,Technology,Information Technology Services,NASDAQ,161.21,96,95,97,84,397365056.0,22.020000457763672
210,IPX,Basic Materials,Other Industrial Metals & Mining,NASDAQ,160.64,96,98,88,92,330652416.0,22.600000381469727
212,CLBT,Technology,Software - Infrastructure,NASDAQ,160.39,96,97,94,90,2459457792.0,19.149999618530277
215,FOA,Financial Services,Credit Services,NYSE,159.63,96,85,33,6,60184624.0,13.829999923706056
216,NVDA,Technology,Semiconductors,NASDAQ,159.46,96,97,97,97,3335037648896.0,139.91000366210938
217,YOU,Technology,Software—Application,NYSE,159.32,96,96,92,21,2644595712.0,36.72999954223633
218,CLMB,Technology,Electronics & Computer Distribution,NASDAQ,158.05,96,97,97,64,257776016.0,109.45999908447266
223,TRUP,Financial Services,Insurance—Specialty,NASDAQ,157.08,96,94,91,41,1177414400.0,51.13999938964844
224,COHR,Technology,Scientific & Technical Instruments,NYSE,156.43,96,97,92,90,11195210752.0,93.56999969482422
225,HOOD,Financial Services,Capital Markets,NASDAQ,156.31,96,96,95,95,19211354112.0,24.959999084472656
228,COE,Consumer Defensive,Education & Training Services,NYSE MKT,156.22,96,91,97,36,52868228.0,16.0
230,ELMD,Healthcare,Medical Devices,NYSE MKT,155.91,96,96,82,91,122478576.0,23.34000015258789
238,VRT,Industrials,Electrical Equipment & Parts,NYSE,154.88,96,96,91,99,34177699840.0,112.44000244140624
241,NGVC,Consumer Defensive,Grocery Stores,NYSE,154.51,95,94,95,94,478401984.0,30.56999969482422
242,USAP,Basic Materials,Steel,NASDAQ,154.45,95,98,97,98,306204480.0,44.04999923706055
245,ARIS,Utilities,Utilities - Regulated Water,NYSE,154.33,95,91,91,96,828962880.0,20.979999542236328
246,BWAY,Healthcare,Medical Devices,NASDAQ,154.29,95,96,95,94,102462424.0,10.329999923706056
249,CLPT,Healthcare,Medical Devices,NASDAQ,153.53,95,96,96,32,143956576.0,12.81999969482422
250,PPIH,Industrials,Building Products & Equipment,NASDAQ,153.38,95,95,48,54,70157328.0,14.449999809265137
252,TILE,Industrials,Building Products & Equipment,NASDAQ,153.26,95,90,90,93,880048704.0,24.1299991607666
255,CNTA,Healthcare,Biotechnology,NASDAQ,152.73,95,97,91,79,962569728.0,16.0
257,CRS,Industrials,Metal Fabrication,NYSE,152.3,95,98,98,96,4986626048.0,161.1199951171875
258,PRIM,Industrials,Engineering & Construction,NYSE,152.21,95,93,91,93,2960933632.0,73.8499984741211
260,SE,Consumer Cyclical,Internet Retail,NYSE,152.05,95,97,87,92,43810652160.0,95.73999786376952
264,PAYO,Technology,Software—Infrastructure,NASDAQ,151.18,95,92,86,57,2016522112.0,10.300000190734863
266,PTGX,Healthcare,Biotechnology,NASDAQ,151.15,95,96,97,89,1911472000.0,45.900001525878906
268,VBFC,Financial Services,Banks—Regional,NASDAQ,150.72,95,97,75,36,72504672.0,76.94000244140625
270,ESOA,Industrials,Engineering & Construction,NASDAQ,150.63,95,93,92,94,127548672.0,11.739999771118164
272,RYAM,Basic Materials,Chemicals,NYSE,150.35,95,98,98,72,382308672.0,8.130000114440918
275,TPB,Consumer Defensive,Tobacco,NYSE,149.91,95,91,92,91,557021952.0,49.119998931884766
276,RVMD,Healthcare,Biotechnology,NASDAQ,149.83,95,92,94,91,6223271936.0,56.75
281,PI,Technology,Communication Equipment,NASDAQ,149.13,95,98,96,97,4079125504.0,198.22999572753903
285,CTDD,,,NYSE,148.52,95,95,86,29,,17.489999771118164
288,MTZ,Industrials,Engineering & Construction,NYSE,148.21,95,93,91,90,8793661440.0,136.5399932861328
291,CTBB,,,NYSE,147.79,95,95,84,30,,17.110000610351562
295,JXN,Financial Services,Insurance—Life,NYSE,147.39,95,96,96,97,5450616832.0,100.41000366210938
296,LMB,Industrials,Building Products & Equipment,NASDAQ,147.01,95,96,92,92,638443200.0,77.79000091552734
297,QTWO,Technology,Software—Application,NYSE,146.99,95,96,95,95,3477957888.0,86.20999908447266
299,THC,Healthcare,Medical Care Facilities,NYSE,146.77,94,95,97,95,13456809984.0,166.8699951171875
300,DOCS,Healthcare,Health Information Services,NYSE,146.66,94,96,94,21,5110340608.0,41.93999862670898
310,PNTG,Healthcare,Medical Care Facilities,NASDAQ,145.79,94,97,97,94,680537344.0,31.809999465942383
