Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
1,ASTS,Technology,Communication Equipment,NASDAQ,568.68,99,99,8,13,2532088320.0,18.59000015258789
4,LENZ,Healthcare,Biotechnology,NASDAQ,530.73,99,99,99,75,467792032.0,22.280000686645508
6,CRBP,Healthcare,Biotechnology,NASDAQ,448.07,99,99,99,99,468184352.0,55.02999877929688
10,RNA,Healthcare,Biotechnology,NASDAQ,361.5,99,99,98,95,4130786048.0,42.20000076293945
13,SMMT,Healthcare,Biotechnology,NASDAQ,316.42,99,99,97,98,5601800704.0,10.015000343322754
17,TENK,Financial Services,Shell Companies,NASDAQ,306.76,99,56,47,42,75512464.0,36.060001373291016
19,LBPH,Healthcare,Biotechnology,NASDAQ,298.03,99,99,98,99,738721920.0,34.189998626708984
26,DYN,Healthcare,Biotechnology,NASDAQ,263.17,99,98,96,98,3297019648.0,41.209999084472656
27,SLNO,Healthcare,Biotechnology,NASDAQ,263.03,99,99,99,99,1734692864.0,45.290000915527344
31,INSM,Healthcare,Biotechnology,NASDAQ,258.28,99,99,61,83,10697345024.0,71.19000244140625
37,CDNA,Healthcare,Diagnostics & Research,NASDAQ,248.19,99,96,78,44,734330176.0,23.690000534057617
40,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,234.54,99,99,99,99,12955388928.0,135.33999633789062
51,NRIX,Healthcare,Biotechnology,NASDAQ,210.52,99,98,95,80,1126084736.0,20.725000381469727
63,STOK,Healthcare,Biotechnology,NASDAQ,198.88,98,97,98,18,776065344.0,13.579999923706056
64,EVER,Communication Services,Internet Content & Information,NASDAQ,198.65,98,98,98,96,663600512.0,23.959999084472656
66,KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,198.17,98,97,96,93,104394888.0,50.65999984741211
68,ZETA,Technology,Software—Application,NYSE,196.47,98,97,96,77,3581592576.0,21.950000762939453
74,FIP,Industrials,Conglomerates,NASDAQ,191.55,98,98,97,87,851178752.0,9.329999923706056
77,CALT,Healthcare,Biotechnology,NASDAQ,190.35,98,98,44,66,1048215232.0,39.047000885009766
86,TELZ,,,NYSE MKT,185.53,98,76,27,45,,23.56999969482422
94,FTAI,Industrials,Rental & Leasing Services,NASDAQ,177.79,98,99,97,94,9574752256.0,97.18000030517578
