Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
3,SMR,Industrials,Specialty Industrial Machinery,NYSE,524.76,99,99,97,98,768516800.0,25.739999771118164
4,DOGZ,Consumer Cyclical,Leisure,NASDAQ,503.18,99,99,99,96,201654288.0,45.79999923706055
6,MSTR,Technology,Software—Application,NASDAQ,451.71,99,99,98,99,26063867904.0,473.8299865722656
9,APP,Technology,Software - Application,NASDAQ,442.65,99,99,95,97,26597492736.0,325.2200012207031
11,LENZ,Healthcare,Biotechnology,NASDAQ,423.17,99,99,99,99,467792032.0,33.90999984741211
13,LBPH,Healthcare,Biotechnology,NASDAQ,412.72,99,99,99,99,738721920.0,59.77000045776367
15,CAPR,Healthcare,Biotechnology,NASDAQ,396.65,99,99,39,85,154779824.0,18.920000076293945
16,DAVE,Technology,Software—Application,NASDAQ,384.77,99,99,99,99,470895648.0,78.0
22,SLNHP,Financial Services,Capital Markets,NASDAQ,355.25,99,99,99,85,,12.29300022125244
24,RKLB,Industrials,Aerospace & Defense,NASDAQ,348.64,99,98,87,29,2419549696.0,20.18000030517578
25,INOD,Technology,Information Technology Services,NASDAQ,343.57,99,97,98,92,397365056.0,44.45000076293945
32,CRVS,Healthcare,Biotechnology,NASDAQ,300.2,99,99,98,47,116970928.0,8.239999771118164
38,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,290.65,99,99,99,99,12955388928.0,244.5
39,IONQ,Technology,Computer Hardware,NYSE,285.24,99,94,13,12,1524590592.0,28.86000061035156
45,KINS,Financial Services,Insurance—Property & Casualty,NASDAQ,265.17,99,99,99,98,51737596.0,13.899999618530272
46,AAOI,Technology,Communication Equipment,NASDAQ,259.0,99,96,14,93,390635328.0,34.06999969482422
47,WLFC,Industrials,Rental & Leasing Services,NASDAQ,257.29,99,99,98,92,410781888.0,193.2400054931641
54,RNA,Healthcare,Biotechnology,NASDAQ,246.94,99,99,99,98,4130786048.0,43.650001525878906
55,ADMA,Healthcare,Biotechnology,NASDAQ,245.42,99,99,99,98,2461811456.0,21.3700008392334
56,CORZ,Technology,Software - Infrastructure,NASDAQ,241.55,99,98,96,59,1584046592.0,17.260000228881836
57,RDW,Industrials,Aerospace & Defense,NYSE,237.92,99,98,97,96,400030048.0,11.020000457763672
58,MESO,Healthcare,Biotechnology,NASDAQ,237.78,99,99,97,99,854788736.0,10.329999923706056
59,NN,Technology,Software—Infrastructure,NASDAQ,237.51,99,95,88,98,907228480.0,15.350000381469728
61,LMND,Financial Services,Insurance—Property & Casualty,NYSE,233.74,98,51,68,40,1142125952.0,46.58000183105469
64,BBAR,Financial Services,Banks - Regional,NYSE,232.09,98,97,94,98,2783302912.0,17.56999969482422
65,WVE,Healthcare,Biotechnology,NASDAQ,231.36,98,99,50,85,722513984.0,14.260000228881836
66,TECX,,,NASDAQ,230.65,98,97,62,71,,44.02999877929688
72,VST,Utilities,Utilities—Independent Power Producers,NYSE,224.69,98,98,96,99,30652921856.0,154.6300048828125
74,ETON,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,222.69,98,98,62,23,83751352.0,10.43000030517578
75,PLTR,Technology,Software—Infrastructure,NYSE,222.45,98,97,94,74,57498558464.0,62.119998931884766
77,SRRK,Healthcare,Biotechnology,NASDAQ,222.07,98,99,32,45,768031936.0,27.86000061035156
79,PDEX,Healthcare,Medical Instruments & Supplies,NASDAQ,220.02,98,90,74,69,64791760.0,47.630001068115234
82,LUNR,Industrials,Aerospace & Defense,NASDAQ,217.42,98,98,55,59,215366480.0,12.06999969482422
83,AGX,Industrials,Engineering & Construction,NYSE,217.41,98,98,93,95,1036293632.0,146.8699951171875
84,GGAL,Financial Services,Banks - Regional,NASDAQ,216.85,98,99,95,98,6550478336.0,57.65999984741211
87,HUT,Financial Services,Capital Markets,NASDAQ,215.57,98,89,73,28,1081088384.0,24.459999084472656
88,HOOD,Financial Services,Capital Markets,NASDAQ,214.69,98,96,94,96,19211354112.0,36.08000183105469
90,UPST,Financial Services,Credit Services,NASDAQ,213.86,98,97,96,27,2093253888.0,70.4000015258789
91,TVTX,Healthcare,Biotechnology,NASDAQ,212.95,98,98,75,18,553457856.0,17.860000610351562
93,SUPV,Financial Services,Banks—Regional,NYSE,212.51,98,97,95,98,825703168.0,11.420000076293944
94,CRMD,Healthcare,Biotechnology,NASDAQ,211.9,98,99,92,90,237973760.0,10.739999771118164
96,FTAI,Industrials,Rental & Leasing Services,NASDAQ,211.05,98,98,98,98,9574752256.0,171.2100067138672
97,EWTX,Healthcare,Biotechnology,NASDAQ,210.07,98,99,97,97,1511381888.0,31.950000762939453
100,APLT,Healthcare,Biotechnology,NASDAQ,209.52,98,98,98,97,514201504.0,9.43000030517578
104,PCT,Industrials,Pollution & Treatment Controls,NASDAQ,205.17,98,98,63,24,1009188096.0,11.989999771118164
107,UI,Technology,Communication Equipment,NYSE,203.53,98,96,89,66,8738486272.0,340.989990234375
108,EAT,Consumer Cyclical,Restaurants,NYSE,203.37,98,97,94,96,3028023296.0,124.73999786376952
109,USLM,Basic Materials,Building Materials,NASDAQ,199.91,98,95,93,93,1876369280.0,139.8699951171875
111,CMPO,Industrials,Metal Fabrication,NASDAQ,199.51,98,98,98,81,518202016.0,15.399999618530272
112,BKTI,Technology,Communication Equipment,NYSE MKT,199.16,98,97,95,63,47622796.0,34.11000061035156
113,TLN,,,NASDAQ,198.0,98,98,98,94,,206.08999633789065
114,GEO,Industrials,Security & Protection Services,NYSE,196.39,98,74,80,94,1751532160.0,27.809999465942383
116,TPL,Energy,Oil & Gas E&P,NYSE,195.43,98,95,92,75,16628063232.0,1450.699951171875
117,VRNA,Healthcare,Biotechnology,NASDAQ,195.27,98,97,97,12,1025684736.0,38.84999847412109
120,ARIS,Utilities,Utilities - Regulated Water,NYSE,194.73,97,86,94,94,828962880.0,26.3700008392334
122,RIGL,Healthcare,Biotechnology,NASDAQ,194.36,97,89,78,16,158338992.0,24.309999465942383
123,PRAX,Healthcare,Biotechnology,NASDAQ,192.13,97,97,96,98,644796736.0,73.68000030517578
124,CAVA,Consumer Cyclical,Restaurants,NYSE,192.1,97,98,98,96,10877130752.0,139.69000244140625
126,AMSC,Industrials,Specialty Industrial Machinery,NASDAQ,190.99,97,96,96,98,931521536.0,31.15999984741211
128,INLX,Technology,Software—Application,NYSE MKT,190.17,97,98,96,79,24188086.0,14.75
129,BMA,Financial Services,Banks - Regional,NYSE,189.6,97,98,94,99,5020511232.0,81.80000305175781
131,EDN,Utilities,Utilities—Regulated Electric,NYSE,189.49,97,93,50,84,966840576.0,36.63999938964844
132,IESC,Industrials,Engineering & Construction,NASDAQ,189.17,97,97,97,97,2759391488.0,265.6000061035156
136,CLMB,Technology,Electronics & Computer Distribution,NASDAQ,186.82,97,96,97,64,257776016.0,134.17999267578125
139,UAL,Industrials,Airlines,NASDAQ,186.27,97,95,27,76,17436422144.0,94.62999725341795
140,PRTH,Technology,Software—Infrastructure,NASDAQ,185.95,97,88,93,89,358691680.0,8.5600004196167
141,SEI,,,NYSE,185.92,97,84,89,61,,20.51000022888184
142,DSP,Technology,Software—Application,NASDAQ,185.49,97,84,91,91,607008384.0,18.209999084472656
143,TPC,Industrials,Engineering & Construction,NYSE,185.41,97,98,97,99,1027907392.0,28.81999969482422
144,SFM,Consumer Defensive,Grocery Stores,NASDAQ,185.15,97,97,97,96,7812086784.0,142.75
145,ESOA,Industrials,Engineering & Construction,NASDAQ,184.67,97,93,97,95,127548672.0,14.640000343322754
148,TPB,Consumer Defensive,Tobacco,NYSE,184.29,97,93,92,88,557021952.0,62.310001373291016
149,SG,Consumer Cyclical,Restaurants,NYSE,184.01,97,98,98,98,3552299776.0,37.900001525878906
150,BYRN,Industrials,Aerospace & Defense,NASDAQ,182.25,97,97,94,97,240324800.0,19.34000015258789
151,HIPO,Financial Services,Insurance—Specialty,NYSE,181.63,97,92,95,91,374018720.0,28.76000022888184
152,AXON,Industrials,Aerospace & Defense,NASDAQ,181.3,97,94,91,73,22151131136.0,609.8200073242188
154,AFRM,Technology,Software - Infrastructure,NASDAQ,181.1,97,92,75,74,9437586432.0,63.18999862670898
155,TOST,Technology,Software—Infrastructure,NYSE,180.66,97,88,77,74,12524477440.0,42.5
156,SRTS,Healthcare,Medical Devices,NASDAQ,180.49,97,95,95,96,89832000.0,8.9399995803833
158,PPTA,Basic Materials,Other Precious Metals & Mining,NASDAQ,179.97,97,98,98,97,443103200.0,9.630000114440918
159,VRT,Industrials,Electrical Equipment & Parts,NYSE,179.37,97,96,88,99,34177699840.0,137.5399932861328
162,CLS,Technology,Electronic Components,NYSE,178.65,97,92,90,98,7053986816.0,86.9800033569336
165,ELMD,Healthcare,Medical Devices,NYSE MKT,178.42,97,96,79,78,122478576.0,29.209999084472656
168,ZIM,Industrials,Marine Shipping,NYSE,177.17,97,96,95,98,2471393536.0,27.01000022888184
171,APLD,Financial Services,Capital Markets,NASDAQ,175.12,97,97,42,20,707404992.0,8.760000228881836
173,SOFI,Financial Services,Credit Services,NASDAQ,174.97,97,88,45,25,7432256512.0,14.670000076293944
175,WWW,Consumer Cyclical,Footwear & Accessories,NYSE,173.72,97,91,86,91,1028681088.0,22.15999984741211
176,CORT,Healthcare,Biotechnology,NASDAQ,173.5,97,95,77,76,2930752768.0,56.09000015258789
177,SE,Consumer Cyclical,Internet Retail,NYSE,172.42,97,96,96,92,43810652160.0,114.45999908447266
179,STRL,Industrials,Engineering & Construction,NASDAQ,171.7,97,95,81,95,3545598720.0,189.42999267578125
180,YPF,Energy,Oil & Gas Integrated,NYSE,171.62,96,90,71,93,11861810176.0,37.16999816894531
182,NTRA,Healthcare,Diagnostics & Research,NASDAQ,170.85,96,95,95,95,13261495296.0,167.8800048828125
185,PAY,Technology,Software—Infrastructure,NYSE,169.98,96,85,88,85,2400244736.0,36.43000030517578
187,PRM,Basic Materials,Specialty Chemicals,NYSE,169.78,96,98,97,89,1159015168.0,13.420000076293944
192,CRS,Industrials,Metal Fabrication,NYSE,169.1,96,96,97,97,4986626048.0,180.6999969482422
