Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
2,ASTS,Technology,Communication Equipment,NASDAQ,534.54,99,99,98,8,2532088320.0,31.11000061035156
5,CRBP,Healthcare,Biotechnology,NASDAQ,461.4,99,99,99,99,468184352.0,57.2400016784668
6,SMMT,Healthcare,Biotechnology,NASDAQ,456.86,99,99,99,98,5601800704.0,13.470000267028809
9,LENZ,Healthcare,Biotechnology,NASDAQ,368.78,99,99,99,82,467792032.0,22.0
11,LBPH,Healthcare,Biotechnology,NASDAQ,347.45,99,99,99,99,738721920.0,35.20000076293945
13,SEZL,Financial Services,Credit Services,NASDAQ,341.36,99,99,99,99,469543264.0,132.0
17,RNA,Healthcare,Biotechnology,NASDAQ,320.31,99,99,98,97,4130786048.0,43.720001220703125
18,DOGZ,Consumer Cyclical,Leisure,NASDAQ,305.56,99,99,96,74,201654288.0,23.65999984741211
19,INSG,Technology,Communication Equipment,NASDAQ,302.63,99,99,99,11,103737712.0,13.739999771118164
23,AEYE,Technology,Software - Application,NASDAQ,282.58,99,99,99,89,212526320.0,23.989999771118164
24,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,282.25,99,97,91,22,624490496.0,43.400001525878906
25,ADMA,Healthcare,Biotechnology,NASDAQ,276.23,99,99,98,93,2461811456.0,17.350000381469727
34,CDNA,Healthcare,Diagnostics & Research,NASDAQ,257.11,99,99,85,81,734330176.0,31.799999237060547
41,SLNO,Healthcare,Biotechnology,NASDAQ,244.41,99,99,99,99,1734692864.0,49.040000915527344
45,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,237.48,99,99,99,99,12955388928.0,158.74000549316406
51,DYN,Healthcare,Biotechnology,NASDAQ,216.17,99,99,98,97,3297019648.0,44.02999877929688
54,INSM,Healthcare,Biotechnology,NASDAQ,214.38,99,99,98,75,10697345024.0,77.11000061035156
58,NRIX,Healthcare,Biotechnology,NASDAQ,212.54,99,99,95,95,1126084736.0,24.59000015258789
67,ASPN,Industrials,Building Products & Equipment,NYSE,202.25,98,97,99,97,2276458240.0,29.920000076293945
70,FTAI,Industrials,Rental & Leasing Services,NASDAQ,201.9,98,98,98,95,9574752256.0,121.5250015258789
74,ZETA,Technology,Software—Application,NYSE,199.95,98,98,96,66,3581592576.0,25.479999542236328
76,BNTC,Healthcare,Biotechnology,NASDAQ,198.58,98,98,97,93,67914232.0,9.359999656677246
77,TREE,Financial Services,Financial Conglomerates,NASDAQ,197.95,98,98,96,96,551858368.0,60.41999816894531
79,SG,Consumer Cyclical,Restaurants,NYSE,196.18,98,97,98,96,3552299776.0,34.59000015258789
81,PPTA,Basic Materials,Other Precious Metals & Mining,NASDAQ,194.05,98,94,97,50,443103200.0,8.739999771118164
