Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
2,CRBP,Healthcare,Biotechnology,NASDAQ,443.72,99,99,99,99,468184352.0,57.27999877929688
4,LENZ,Healthcare,Biotechnology,NASDAQ,384.74,99,99,99,87,467792032.0,22.5
7,SMMT,Healthcare,Biotechnology,NASDAQ,369.97,99,99,96,98,5601800704.0,12.3100004196167
11,RNA,Healthcare,Biotechnology,NASDAQ,322.97,99,99,99,94,4130786048.0,44.869998931884766
12,LBPH,Healthcare,Biotechnology,NASDAQ,322.19,99,99,98,99,738721920.0,34.380001068115234
13,KINS,Financial Services,Insurance—Property & Casualty,NASDAQ,321.89,99,99,98,97,51737596.0,11.470000267028809
14,SEZL,Financial Services,Credit Services,NASDAQ,319.48,99,99,98,98,469543264.0,127.61000061035156
16,SLNO,Healthcare,Biotechnology,NASDAQ,292.21,99,99,99,99,1734692864.0,51.0
19,DOGZ,Consumer Cyclical,Leisure,NASDAQ,287.34,99,97,95,61,201654288.0,20.07999992370605
23,ADMA,Healthcare,Biotechnology,NASDAQ,279.32,99,99,98,90,2461811456.0,17.93000030517578
25,INSG,Technology,Communication Equipment,NASDAQ,277.15,99,99,98,6,103737712.0,13.15999984741211
26,INSM,Healthcare,Biotechnology,NASDAQ,267.07,99,99,38,84,10697345024.0,76.19000244140625
28,NISN,Financial Services,Credit Services,NASDAQ,266.38,99,96,92,85,13619664.0,11.850000381469728
29,CDNA,Healthcare,Diagnostics & Research,NASDAQ,266.28,99,98,96,35,734330176.0,32.45000076293945
34,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,260.54,99,97,88,21,624490496.0,39.310001373291016
43,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,249.68,99,99,99,99,12955388928.0,154.17999267578125
48,DYN,Healthcare,Biotechnology,NASDAQ,233.78,99,99,98,97,3297019648.0,46.81999969482422
62,ASPN,Industrials,Building Products & Equipment,NYSE,212.18,98,98,99,97,2276458240.0,30.700000762939453
63,NRIX,Healthcare,Biotechnology,NASDAQ,206.46,98,99,95,93,1126084736.0,23.86000061035156
64,PPTA,Basic Materials,Other Precious Metals & Mining,NASDAQ,205.27,98,94,96,16,443103200.0,9.06999969482422
66,PLSE,Healthcare,Medical Instruments & Supplies,NASDAQ,200.59,98,99,94,96,640242240.0,19.190000534057617
68,ZETA,Technology,Software—Application,NYSE,196.36,98,98,97,76,3581592576.0,24.440000534057617
73,FTAI,Industrials,Rental & Leasing Services,NASDAQ,190.62,98,98,97,95,9574752256.0,114.3000030517578
74,QTTB,Healthcare,Biotechnology,NASDAQ,189.06,98,96,97,71,217226800.0,39.22999954223633
75,VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,188.29,98,98,98,97,256325664.0,16.799999237060547
78,STOK,Healthcare,Biotechnology,NASDAQ,186.48,98,98,98,88,776065344.0,14.710000038146973
80,SG,Consumer Cyclical,Restaurants,NYSE,185.49,98,96,99,80,3552299776.0,33.130001068115234
82,SPRY,Healthcare,Biotechnology,NASDAQ,184.25,98,95,80,91,878840320.0,14.890000343322754
85,CALT,Healthcare,Biotechnology,NASDAQ,179.92,98,97,78,77,1048215232.0,40.40999984741211
86,DOYU,Communication Services,Internet Content & Information,NASDAQ,179.69,98,96,67,18,324264896.0,19.290000915527344
89,ESOA,Industrials,Engineering & Construction,NASDAQ,178.22,98,91,95,98,127548672.0,10.789999961853027
90,OCUL,Healthcare,Biotechnology,NASDAQ,176.6,98,97,80,99,850340544.0,8.84000015258789
91,CMPO,Industrials,Metal Fabrication,NASDAQ,176.41,98,85,81,19,518202016.0,11.56999969482422
92,WLFC,Industrials,Rental & Leasing Services,NASDAQ,176.25,98,96,90,54,410781888.0,108.13999938964844
93,KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,175.23,98,98,98,93,104394888.0,50.34999847412109
96,BMA,Financial Services,Banks - Regional,NYSE,172.96,98,97,98,94,5020511232.0,57.68000030517578
99,FIP,Industrials,Conglomerates,NASDAQ,172.58,98,98,98,83,851178752.0,9.40999984741211
100,GATO,Basic Materials,Other Precious Metals & Mining,NYSE,172.33,98,97,98,69,744387584.0,13.010000228881836
101,ANF,Consumer Cyclical,Apparel Retail,NYSE,172.05,98,98,98,99,9468789760.0,166.0500030517578
107,NVDA,Technology,Semiconductors,NASDAQ,170.25,98,98,98,97,3335037648896.0,127.25
108,USAP,Basic Materials,Steel,NASDAQ,170.0,98,95,98,92,306204480.0,39.63999938964844
110,BNTC,Healthcare,Biotechnology,NASDAQ,169.82,98,98,99,87,67914232.0,8.680000305175781
113,TPC,Industrials,Engineering & Construction,NYSE,169.4,98,99,99,77,1027907392.0,21.75
116,CAVA,Consumer Cyclical,Restaurants,NYSE,168.96,98,95,95,86,10877130752.0,98.20999908447266
120,TREE,Financial Services,Financial Conglomerates,NASDAQ,168.45,98,98,97,95,551858368.0,51.790000915527344
128,PNTG,Healthcare,Medical Care Facilities,NASDAQ,166.45,97,97,94,82,680537344.0,32.06999969482422
129,BBAR,Financial Services,Banks - Regional,NYSE,166.4,97,95,97,77,2783302912.0,10.3100004196167
130,HMY,Basic Materials,Gold,NYSE,165.24,97,92,97,78,5547788288.0,11.220000267028809
131,HA,Industrials,Airlines,NASDAQ,165.09,97,89,94,97,661073472.0,17.68000030517578
134,EVER,Communication Services,Internet Content & Information,NASDAQ,164.33,97,98,98,96,663600512.0,22.290000915527344
138,TLN,,,NASDAQ,163.62,97,97,95,77,,134.25
140,GGAL,Financial Services,Banks - Regional,NASDAQ,162.64,97,94,97,92,6550478336.0,34.7599983215332
143,VRNA,Healthcare,Biotechnology,NASDAQ,162.23,97,88,11,46,1025684736.0,27.46999931335449
147,TGTX,Healthcare,Biotechnology,NASDAQ,160.92,97,94,80,81,2457233664.0,24.709999084472656
148,CRS,Industrials,Metal Fabrication,NYSE,160.49,97,96,97,70,4986626048.0,141.5399932861328
150,TMDX,Healthcare,Medical Devices,NASDAQ,160.4,97,98,97,70,4765039104.0,166.17999267578125
151,SFM,Consumer Defensive,Grocery Stores,NASDAQ,160.18,97,94,96,94,7812086784.0,98.16000366210938
152,SKE,Basic Materials,Other Industrial Metals & Mining,NYSE,159.61,97,86,67,12,414253632.0,8.050000190734863
158,EWTX,Healthcare,Biotechnology,NASDAQ,157.89,97,97,96,98,1511381888.0,19.71999931335449
