Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
2,WGS,Healthcare,Health Information Services,NASDAQ,533.25,99,99,98,9,671555136.0,34.5
3,CRBP,Healthcare,Biotechnology,NASDAQ,505.8,99,99,99,83,468184352.0,59.2599983215332
4,LENZ,Healthcare,Biotechnology,NASDAQ,457.47,99,99,99,75,467792032.0,21.709999084472656
6,ROOT,Financial Services,Insurance—Property & Casualty,NASDAQ,425.06,99,99,99,90,653293888.0,76.11000061035156
10,ASTS,Technology,Communication Equipment,NASDAQ,392.43,99,99,7,22,2532088320.0,13.479999542236328
12,EBS,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,380.51,99,97,12,5,317554912.0,11.3100004196167
13,INSG,Technology,Communication Equipment,NASDAQ,361.63,99,99,18,2,103737712.0,12.260000228881836
16,RNA,Healthcare,Biotechnology,NASDAQ,325.52,99,99,98,77,4130786048.0,45.619998931884766
17,LBPH,Healthcare,Biotechnology,NASDAQ,320.93,99,98,97,99,738721920.0,38.650001525878906
18,JMIA,Consumer Cyclical,Internet Retail,NYSE,313.4,99,98,87,45,802544768.0,13.199999809265137
19,SMMT,Healthcare,Biotechnology,NASDAQ,305.25,99,99,94,97,5601800704.0,9.470000267028809
20,SMR,Industrials,Specialty Industrial Machinery,NYSE,303.58,99,92,92,3,768516800.0,15.8100004196167
21,AMSC,Industrials,Specialty Industrial Machinery,NASDAQ,298.35,99,99,96,96,931521536.0,31.190000534057617
24,AEYE,Technology,Software - Application,NASDAQ,275.91,99,99,98,59,212526320.0,22.90999984741211
25,SEZL,Financial Services,Credit Services,NASDAQ,273.41,99,99,98,97,469543264.0,85.6500015258789
35,DYN,Healthcare,Biotechnology,NASDAQ,257.91,99,98,98,96,3297019648.0,43.34000015258789
36,INSM,Healthcare,Biotechnology,NASDAQ,257.34,99,99,72,86,10697345024.0,77.47000122070312
37,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,256.14,99,98,99,99,12955388928.0,142.08999633789062
40,HUMA,Healthcare,Biotechnology,NASDAQ,253.96,99,98,71,59,706763520.0,8.399999618530273
41,SLNO,Healthcare,Biotechnology,NASDAQ,253.44,99,99,99,99,1734692864.0,50.209999084472656
42,ADMA,Healthcare,Biotechnology,NASDAQ,252.05,99,98,94,93,2461811456.0,13.390000343322754
44,PLSE,Healthcare,Medical Instruments & Supplies,NASDAQ,250.42,99,95,78,98,640242240.0,19.51000022888184
46,SOWG,Consumer Defensive,Packaged Foods,NASDAQ,244.4,99,99,98,87,240172032.0,22.6200008392334
51,VITL,Consumer Defensive,Farm Products,NASDAQ,239.11,99,99,97,78,1736422912.0,42.68000030517578
52,MSTR,Technology,Software—Application,NASDAQ,237.23,99,99,99,92,26063867904.0,1611.280029296875
54,INOD,Technology,Information Technology Services,NASDAQ,231.1,99,97,13,94,397365056.0,20.170000076293945
60,IREN,Financial Services,Capital Markets,NASDAQ,223.84,99,99,45,87,2044846720.0,11.994999885559082
61,CURV,Consumer Cyclical,Apparel Retail,NYSE,223.34,99,98,85,97,701232000.0,8.829999923706055
62,BNTC,Healthcare,Biotechnology,NASDAQ,222.77,98,97,92,20,67914232.0,10.199999809265137
63,TPC,Industrials,Engineering & Construction,NYSE,217.19,98,98,97,79,1027907392.0,24.649999618530277
64,OUST,Technology,Electronic Components,NYSE,215.18,98,97,89,84,483004096.0,16.020000457763672
65,RDW,Industrials,Aerospace & Defense,NYSE,213.36,98,98,77,51,400030048.0,8.09000015258789
66,APEI,Consumer Defensive,Education & Training Services,NASDAQ,209.28,98,98,97,98,287177152.0,18.489999771118164
68,SNDA,Healthcare,Medical Care Facilities,NYSE,207.57,98,98,99,40,333062208.0,31.229999542236328
70,HIMS,Consumer Defensive,Household & Personal Products,NYSE,206.35,98,99,93,74,5324545024.0,22.84000015258789
74,ANF,Consumer Cyclical,Apparel Retail,NYSE,203.48,98,99,98,99,9468789760.0,167.3300018310547
78,ASPN,Industrials,Building Products & Equipment,NYSE,201.22,98,99,96,95,2276458240.0,27.1200008392334
86,EWTX,Healthcare,Biotechnology,NASDAQ,194.74,98,97,97,98,1511381888.0,22.8700008392334
91,NRIX,Healthcare,Biotechnology,NASDAQ,188.81,98,95,95,63,1126084736.0,22.68000030517578
94,FTAI,Industrials,Rental & Leasing Services,NASDAQ,185.96,98,98,97,96,9574752256.0,101.69000244140624
95,FIP,Industrials,Conglomerates,NASDAQ,185.82,98,97,97,82,851178752.0,9.43000030517578
99,CLS,Technology,Electronic Components,NYSE,184.35,98,98,98,97,7053986816.0,61.22999954223633
100,TWST,Healthcare,Diagnostics & Research,NASDAQ,184.03,98,97,86,97,2911882240.0,56.150001525878906
101,KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,184.0,98,97,96,94,104394888.0,52.0
104,GATO,Basic Materials,Other Precious Metals & Mining,NYSE,182.75,98,96,95,75,744387584.0,13.880000114440918
106,NVDA,Technology,Semiconductors,NASDAQ,181.75,98,98,97,97,3335037648896.0,128.44000244140625
109,RSI,Consumer Cyclical,Gambling,NYSE,180.56,98,98,95,90,2178609920.0,9.729999542236328
112,VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,179.76,98,99,95,99,256325664.0,16.170000076293945
113,FNGU,,,NYSE ARCA,179.58,98,97,96,99,,503.8200073242188
117,VST,Utilities,Utilities—Independent Power Producers,NYSE,178.6,98,98,98,92,30652921856.0,86.19000244140625
119,EVER,Communication Services,Internet Content & Information,NASDAQ,177.6,98,97,98,88,663600512.0,22.299999237060547
122,CAMT,Technology,Semiconductor Equipment & Materials,NASDAQ,177.18,98,98,96,98,5384241152.0,131.3800048828125
125,PI,Technology,Communication Equipment,NASDAQ,175.79,97,95,91,87,4079125504.0,176.11000061035156
127,STOK,Healthcare,Biotechnology,NASDAQ,173.34,97,99,98,23,776065344.0,14.579999923706056
131,TREE,Financial Services,Financial Conglomerates,NASDAQ,172.29,97,96,95,96,551858368.0,48.93999862670898
135,CALT,Healthcare,Biotechnology,NASDAQ,170.89,97,97,30,80,1048215232.0,38.720001220703125
142,CDRO,Consumer Cyclical,Gambling,NASDAQ,168.97,97,96,98,80,337469344.0,8.079999923706055
143,PEPG,Healthcare,Biotechnology,NASDAQ,168.33,97,96,95,24,530345408.0,16.530000686645508
