Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
1,LENZ,Healthcare,Biotechnology,NASDAQ,540.66,99,99,99,76,467792032.0,23.190000534057617
12,RNA,Healthcare,Biotechnology,NASDAQ,347.78,99,99,98,93,4130786048.0,41.11000061035156
14,TENK,Financial Services,Shell Companies,NASDAQ,345.17,99,54,47,45,75512464.0,40.5
18,LBPH,Healthcare,Biotechnology,NASDAQ,306.17,99,99,98,99,738721920.0,34.779998779296875
20,SMMT,Healthcare,Biotechnology,NASDAQ,288.6,99,99,97,98,5601800704.0,9.399999618530272
22,SEZL,Financial Services,Credit Services,NASDAQ,274.97,99,99,99,98,469543264.0,78.81999969482422
25,DYN,Healthcare,Biotechnology,NASDAQ,269.95,99,99,97,97,3297019648.0,42.18999862670898
29,INSM,Healthcare,Biotechnology,NASDAQ,259.56,99,99,62,83,10697345024.0,70.98999786376953
33,CDNA,Healthcare,Diagnostics & Research,NASDAQ,248.52,99,95,96,24,734330176.0,24.280000686645508
36,SLNO,Healthcare,Biotechnology,NASDAQ,245.0,99,99,99,99,1734692864.0,43.959999084472656
43,BNTC,Healthcare,Biotechnology,NASDAQ,221.81,99,98,99,16,67914232.0,8.800000190734863
46,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,215.6,99,99,99,99,12955388928.0,128.63999938964844
50,EVER,Communication Services,Internet Content & Information,NASDAQ,211.12,99,98,98,96,663600512.0,24.299999237060547
51,ADMA,Healthcare,Biotechnology,NASDAQ,211.02,99,99,97,88,2461811456.0,11.449999809265137
55,STOK,Healthcare,Biotechnology,NASDAQ,205.6,99,97,97,19,776065344.0,13.710000038146973
56,NRIX,Healthcare,Biotechnology,NASDAQ,201.22,99,98,94,72,1126084736.0,20.01000022888184
60,ZETA,Technology,Software—Application,NYSE,197.49,99,96,96,77,3581592576.0,22.549999237060547
71,CALT,Healthcare,Biotechnology,NASDAQ,189.46,98,98,40,68,1048215232.0,39.7400016784668
