Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
4,WGS,Healthcare,Health Information Services,NASDAQ,514.09,99,99,97,6,671555136.0,26.899999618530277
10,CRBP,Healthcare,Biotechnology,NASDAQ,380.73,99,99,99,32,468184352.0,42.66999816894531
11,SOWG,Consumer Defensive,Packaged Foods,NASDAQ,372.21,99,98,96,98,240172032.0,21.239999771118164
14,RNA,Healthcare,Biotechnology,NASDAQ,272.84,99,99,98,25,4130786048.0,37.61000061035156
26,IREN,Financial Services,Capital Markets,NASDAQ,243.33,99,94,75,99,2044846720.0,13.899999618530272
31,ASPN,Industrials,Building Products & Equipment,NYSE,230.18,99,99,95,97,2276458240.0,27.46999931335449
32,INSG,Technology,Communication Equipment,NASDAQ,229.81,99,97,24,4,103737712.0,9.31999969482422
34,VITL,Consumer Defensive,Farm Products,NASDAQ,229.41,99,99,94,71,1736422912.0,41.380001068115234
36,AMSC,Industrials,Specialty Industrial Machinery,NASDAQ,228.63,99,96,96,98,931521536.0,24.5
37,INSM,Healthcare,Biotechnology,NASDAQ,221.51,99,42,70,92,10697345024.0,64.70999908447266
40,ANF,Consumer Cyclical,Apparel Retail,NYSE,220.44,99,99,98,99,9468789760.0,175.55999755859375
46,CLSK,Financial Services,Capital Markets,NASDAQ,211.98,99,99,99,99,4438907392.0,19.170000076293945
47,STOK,Healthcare,Biotechnology,NASDAQ,210.79,99,99,63,25,776065344.0,14.760000228881836
53,TPC,Industrials,Engineering & Construction,NYSE,205.6,99,98,96,79,1027907392.0,22.059999465942383
54,CRVO,Healthcare,Biotechnology,NASDAQ,204.46,99,98,99,57,160370176.0,21.399999618530277
55,DOGZ,Consumer Cyclical,Leisure,NASDAQ,203.76,99,95,47,2,201654288.0,16.18000030517578
56,ADMA,Healthcare,Biotechnology,NASDAQ,202.96,99,98,94,80,2461811456.0,10.710000038146973
59,NVDA,Technology,Semiconductors,NASDAQ,201.35,99,97,98,96,3335037648896.0,130.77999877929688
62,HIMS,Consumer Defensive,Household & Personal Products,NYSE,199.24,98,97,97,74,5324545024.0,22.38999938964844
64,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,197.3,98,99,99,99,12955388928.0,109.8499984741211
66,VST,Utilities,Utilities—Independent Power Producers,NYSE,195.01,98,99,98,89,30652921856.0,88.19000244140625
70,DYN,Healthcare,Biotechnology,NASDAQ,190.74,98,98,98,86,3297019648.0,32.38999938964844
75,FTAI,Industrials,Rental & Leasing Services,NASDAQ,186.45,98,97,97,95,9574752256.0,92.5999984741211
80,CLS,Technology,Electronic Components,NYSE,182.45,98,98,98,97,7053986816.0,55.79999923706055
82,VIRC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,181.81,98,98,95,98,256325664.0,15.100000381469728
83,VRT,Industrials,Electrical Equipment & Parts,NYSE,180.5,98,99,99,98,34177699840.0,90.48999786376952
85,CAMT,Technology,Semiconductor Equipment & Materials,NASDAQ,179.86,98,97,96,97,5384241152.0,115.8499984741211
86,BLBD,Consumer Cyclical,Auto Manufacturers,NASDAQ,179.82,98,98,93,94,1851384448.0,54.630001068115234
88,COIN,Financial Services,Financial Data & Stock Exchanges,NASDAQ,179.36,98,98,99,99,57942003712.0,235.02999877929688
93,CAVA,Consumer Cyclical,Restaurants,NYSE,177.99,98,94,93,69,10877130752.0,92.2300033569336
94,SG,Consumer Cyclical,Restaurants,NYSE,176.08,98,99,98,69,3552299776.0,29.3799991607666
98,RSI,Consumer Cyclical,Gambling,NYSE,175.43,98,97,94,85,2178609920.0,9.380000114440918
101,TMDX,Healthcare,Medical Devices,NASDAQ,173.28,98,96,38,78,4765039104.0,144.0
102,PEPG,Healthcare,Biotechnology,NASDAQ,173.15,98,93,95,25,530345408.0,16.799999237060547
105,CALT,Healthcare,Biotechnology,NASDAQ,171.67,98,68,40,93,1048215232.0,38.68999862670898
106,SMLP,Energy,Oil & Gas Midstream,NYSE,171.55,98,97,94,73,347786528.0,33.91999816894531
107,BMA,Financial Services,Banks - Regional,NYSE,171.28,98,99,98,93,5020511232.0,58.79999923706055
108,DELL,Technology,Computer Hardware,NYSE,170.75,98,98,96,93,105792684032.0,148.52000427246094
111,ORN,Industrials,Engineering & Construction,NYSE,169.88,98,97,98,92,335457728.0,9.550000190734863
114,NRIX,Healthcare,Biotechnology,NASDAQ,167.88,98,96,90,53,1126084736.0,20.96999931335449
115,SMR,Industrials,Specialty Industrial Machinery,NYSE,167.83,98,98,24,5,768516800.0,9.510000228881836
120,ZIM,Industrials,Marine Shipping,NYSE,166.31,98,94,15,13,2471393536.0,20.15999984741211
122,FNGU,,,NYSE ARCA,165.4,98,96,97,98,,434.25
128,FIP,Industrials,Conglomerates,NASDAQ,163.49,97,98,95,87,851178752.0,8.170000076293945
131,MMYT,Consumer Cyclical,Travel Services,NASDAQ,162.04,97,97,97,92,8979321856.0,82.18000030517578
134,GATO,Basic Materials,Other Precious Metals & Mining,NYSE,159.92,97,98,92,90,744387584.0,11.039999961853027
135,USAP,Basic Materials,Steel,NASDAQ,159.38,97,97,95,97,306204480.0,30.32999992370605
136,APP,Technology,Software - Application,NASDAQ,158.97,97,97,98,97,26597492736.0,77.18000030517578
138,TWST,Healthcare,Diagnostics & Research,NASDAQ,157.88,97,96,91,97,2911882240.0,48.7400016784668
140,GREEL,,,NASDAQ,157.35,97,92,96,99,,11.760000228881836
143,EAT,Consumer Cyclical,Restaurants,NYSE,156.56,97,94,81,85,3028023296.0,71.44999694824219
145,DCTH,Healthcare,Medical Devices,NASDAQ,155.96,97,96,50,24,212283504.0,8.130000114440918
